,Year,County,Income Poverty Ratio Category,Not Insured
3295,2016,Carter,138% to 400% of Poverty,2209
3296,2016,Cheatham,All Incomes,3197
3297,2016,Cheatham,<= 200% of Poverty,1753
3298,2016,Cheatham,<= 250% of Poverty,2121
3299,2016,Cheatham,<= 138% of Poverty,1198
3300,2016,Cheatham,<= 400% of Poverty,2799
3301,2016,Cheatham,138% to 400% of Poverty,1601
3302,2016,Chester,All Incomes,1538
3303,2016,Chester,<= 200% of Poverty,924
3304,2016,Chester,<= 250% of Poverty,1126
3305,2016,Chester,<= 138% of Poverty,673
3306,2016,Chester,<= 400% of Poverty,1387
3307,2016,Chester,138% to 400% of Poverty,714
3308,2016,Claiborne,All Incomes,2461
3309,2016,Claiborne,<= 200% of Poverty,1509
3310,2016,Claiborne,<= 250% of Poverty,1811
3311,2016,Claiborne,<= 138% of Poverty,1085
3312,2016,Claiborne,<= 400% of Poverty,2260
3313,2016,Claiborne,138% to 400% of Poverty,1175
3314,2016,Clay,All Incomes,714
3315,2016,Clay,<= 200% of Poverty,466
3316,2016,Clay,<= 250% of Poverty,549
3317,2016,Clay,<= 138% of Poverty,354
3318,2016,Clay,<= 400% of Poverty,659
3319,2016,Clay,138% to 400% of Poverty,305
3320,2016,Cocke,All Incomes,3002
3321,2016,Cocke,<= 200% of Poverty,1982
3322,2016,Cocke,<= 250% of Poverty,2318
3323,2016,Cocke,<= 138% of Poverty,1514
3324,2016,Cocke,<= 400% of Poverty,2776
3325,2016,Cocke,138% to 400% of Poverty,1262
3326,2016,Coffee,All Incomes,4851
3327,2016,Coffee,<= 200% of Poverty,2960
3328,2016,Coffee,<= 250% of Poverty,3521
3329,2016,Coffee,<= 138% of Poverty,2031
3330,2016,Coffee,<= 400% of Poverty,4367
3331,2016,Coffee,138% to 400% of Poverty,2336
3332,2016,Crockett,All Incomes,1620
3333,2016,Crockett,<= 200% of Poverty,1007
3334,2016,Crockett,<= 250% of Poverty,1203
3335,2016,Crockett,<= 138% of Poverty,715
3336,2016,Crockett,<= 400% of Poverty,1478
3337,2016,Crockett,138% to 400% of Poverty,763
3338,2016,Cumberland,All Incomes,5013
3339,2016,Cumberland,<= 200% of Poverty,3107
3340,2016,Cumberland,<= 250% of Poverty,3744
3341,2016,Cumberland,<= 138% of Poverty,2209
3342,2016,Cumberland,<= 400% of Poverty,4559
3343,2016,Cumberland,138% to 400% of Poverty,2350
3344,2016,Davidson,All Incomes,73272
3345,2016,Davidson,<= 200% of Poverty,42990
3346,2016,Davidson,<= 250% of Poverty,51759
3347,2016,Davidson,<= 138% of Poverty,29348
3348,2016,Davidson,<= 400% of Poverty,64698
3349,2016,Davidson,138% to 400% of Poverty,35350
3350,2016,Decatur,All Incomes,1084
3351,2016,Decatur,<= 200% of Poverty,686
3352,2016,Decatur,<= 250% of Poverty,810
3353,2016,Decatur,<= 138% of Poverty,506
3354,2016,Decatur,<= 400% of Poverty,984
3355,2016,Decatur,138% to 400% of Poverty,478
3356,2016,DeKalb,All Incomes,2007
3357,2016,DeKalb,<= 200% of Poverty,1282
3358,2016,DeKalb,<= 250% of Poverty,1520
3359,2016,DeKalb,<= 138% of Poverty,949
3360,2016,DeKalb,<= 400% of Poverty,1834
3361,2016,DeKalb,138% to 400% of Poverty,885
3362,2016,Dickson,All Incomes,4878
3363,2016,Dickson,<= 200% of Poverty,2842
3364,2016,Dickson,<= 250% of Poverty,3398
3365,2016,Dickson,<= 138% of Poverty,1953
3366,2016,Dickson,<= 400% of Poverty,4349
3367,2016,Dickson,138% to 400% of Poverty,2396
3368,2016,Dyer,All Incomes,3029
3369,2016,Dyer,<= 200% of Poverty,1807
3370,2016,Dyer,<= 250% of Poverty,2156
3371,2016,Dyer,<= 138% of Poverty,1313
3372,2016,Dyer,<= 400% of Poverty,2716
3373,2016,Dyer,138% to 400% of Poverty,1403
3374,2016,Fayette,All Incomes,2904
3375,2016,Fayette,<= 200% of Poverty,1555
3376,2016,Fayette,<= 250% of Poverty,1926
3377,2016,Fayette,<= 138% of Poverty,1085
3378,2016,Fayette,<= 400% of Poverty,2492
3379,2016,Fayette,138% to 400% of Poverty,1407
3380,2016,Fentress,All Incomes,1728
3381,2016,Fentress,<= 200% of Poverty,1195
3382,2016,Fentress,<= 250% of Poverty,1373
3383,2016,Fentress,<= 138% of Poverty,900
3384,2016,Fentress,<= 400% of Poverty,1616
3385,2016,Fentress,138% to 400% of Poverty,716
3386,2016,Franklin,All Incomes,3434
3387,2016,Franklin,<= 200% of Poverty,1998
3388,2016,Franklin,<= 250% of Poverty,2439
3389,2016,Franklin,<= 138% of Poverty,1439
3390,2016,Franklin,<= 400% of Poverty,3065
3391,2016,Franklin,138% to 400% of Poverty,1626
3392,2016,Gibson,All Incomes,3673
3393,2016,Gibson,<= 200% of Poverty,2183
3394,2016,Gibson,<= 250% of Poverty,2641
3395,2016,Gibson,<= 138% of Poverty,1532
3396,2016,Gibson,<= 400% of Poverty,3303
3397,2016,Gibson,138% to 400% of Poverty,1771
3398,2016,Giles,All Incomes,2662
3399,2016,Giles,<= 200% of Poverty,1615
3400,2016,Giles,<= 250% of Poverty,1943
3401,2016,Giles,<= 138% of Poverty,1115
3402,2016,Giles,<= 400% of Poverty,2429
3403,2016,Giles,138% to 400% of Poverty,1314
3404,2016,Grainger,All Incomes,2230
3405,2016,Grainger,<= 200% of Poverty,1397
3406,2016,Grainger,<= 250% of Poverty,1649
3407,2016,Grainger,<= 138% of Poverty,985
3408,2016,Grainger,<= 400% of Poverty,2034
3409,2016,Grainger,138% to 400% of Poverty,1049
3410,2016,Greene,All Incomes,5761
3411,2016,Greene,<= 200% of Poverty,3512
3412,2016,Greene,<= 250% of Poverty,4213
3413,2016,Greene,<= 138% of Poverty,2513
3414,2016,Greene,<= 400% of Poverty,5260
3415,2016,Greene,138% to 400% of Poverty,2747
3416,2016,Grundy,All Incomes,1434
3417,2016,Grundy,<= 200% of Poverty,963
3418,2016,Grundy,<= 250% of Poverty,1113
3419,2016,Grundy,<= 138% of Poverty,733
3420,2016,Grundy,<= 400% of Poverty,1328
3421,2016,Grundy,138% to 400% of Poverty,595
3422,2016,Hamblen,All Incomes,6756
3423,2016,Hamblen,<= 200% of Poverty,4456
3424,2016,Hamblen,<= 250% of Poverty,5191
3425,2016,Hamblen,<= 138% of Poverty,3371
3426,2016,Hamblen,<= 400% of Poverty,6231
3427,2016,Hamblen,138% to 400% of Poverty,2860
3428,2016,Hamilton,All Incomes,28689
3429,2016,Hamilton,<= 200% of Poverty,16419
3430,2016,Hamilton,<= 250% of Poverty,19767
3431,2016,Hamilton,<= 138% of Poverty,11480
3432,2016,Hamilton,<= 400% of Poverty,25124
3433,2016,Hamilton,138% to 400% of Poverty,13644
3434,2016,Hancock,All Incomes,603
3435,2016,Hancock,<= 200% of Poverty,413
3436,2016,Hancock,<= 250% of Poverty,477
3437,2016,Hancock,<= 138% of Poverty,328
3438,2016,Hancock,<= 400% of Poverty,571
3439,2016,Hancock,138% to 400% of Poverty,243
3440,2016,Hardeman,All Incomes,1886
3441,2016,Hardeman,<= 200% of Poverty,1202
3442,2016,Hardeman,<= 250% of Poverty,1429
3443,2016,Hardeman,<= 138% of Poverty,880
3444,2016,Hardeman,<= 400% of Poverty,1747
3445,2016,Hardeman,138% to 400% of Poverty,867
3446,2016,Hardin,All Incomes,2293
3447,2016,Hardin,<= 200% of Poverty,1429
3448,2016,Hardin,<= 250% of Poverty,1664
3449,2016,Hardin,<= 138% of Poverty,1088
3450,2016,Hardin,<= 400% of Poverty,2078
3451,2016,Hardin,138% to 400% of Poverty,990
3452,2016,Hawkins,All Incomes,4742
3453,2016,Hawkins,<= 200% of Poverty,2924
3454,2016,Hawkins,<= 250% of Poverty,3486
3455,2016,Hawkins,<= 138% of Poverty,2044
3456,2016,Hawkins,<= 400% of Poverty,4333
3457,2016,Hawkins,138% to 400% of Poverty,2289
3458,2016,Haywood,All Incomes,1510
3459,2016,Haywood,<= 200% of Poverty,938
3460,2016,Haywood,<= 250% of Poverty,1108
3461,2016,Haywood,<= 138% of Poverty,667
3462,2016,Haywood,<= 400% of Poverty,1387
3463,2016,Haywood,138% to 400% of Poverty,720
3464,2016,Henderson,All Incomes,2513
3465,2016,Henderson,<= 200% of Poverty,1502
3466,2016,Henderson,<= 250% of Poverty,1808
3467,2016,Henderson,<= 138% of Poverty,1063
3468,2016,Henderson,<= 400% of Poverty,2279
3469,2016,Henderson,138% to 400% of Poverty,1216
3470,2016,Henry,All Incomes,2868
3471,2016,Henry,<= 200% of Poverty,1744
3472,2016,Henry,<= 250% of Poverty,2104
3473,2016,Henry,<= 138% of Poverty,1229
3474,2016,Henry,<= 400% of Poverty,2597
3475,2016,Henry,138% to 400% of Poverty,1368
3476,2016,Hickman,All Incomes,2373
3477,2016,Hickman,<= 200% of Poverty,1490
3478,2016,Hickman,<= 250% of Poverty,1741
3479,2016,Hickman,<= 138% of Poverty,1051
3480,2016,Hickman,<= 400% of Poverty,2150
3481,2016,Hickman,138% to 400% of Poverty,1099
3482,2016,Houston,All Incomes,736
3483,2016,Houston,<= 200% of Poverty,457
3484,2016,Houston,<= 250% of Poverty,533
3485,2016,Houston,<= 138% of Poverty,333
3486,2016,Houston,<= 400% of Poverty,672
3487,2016,Houston,138% to 400% of Poverty,339
3488,2016,Humphreys,All Incomes,1424
3489,2016,Humphreys,<= 200% of Poverty,825
3490,2016,Humphreys,<= 250% of Poverty,997
3491,2016,Humphreys,<= 138% of Poverty,581
3492,2016,Humphreys,<= 400% of Poverty,1256
3493,2016,Humphreys,138% to 400% of Poverty,675
3494,2016,Jackson,All Incomes,1166
3495,2016,Jackson,<= 200% of Poverty,786
3496,2016,Jackson,<= 250% of Poverty,911
3497,2016,Jackson,<= 138% of Poverty,610
3498,2016,Jackson,<= 400% of Poverty,1089
3499,2016,Jackson,138% to 400% of Poverty,479
3500,2016,Jefferson,All Incomes,4519
3501,2016,Jefferson,<= 200% of Poverty,2681
3502,2016,Jefferson,<= 250% of Poverty,3266
3503,2016,Jefferson,<= 138% of Poverty,1865
3504,2016,Jefferson,<= 400% of Poverty,4057
3505,2016,Jefferson,138% to 400% of Poverty,2192
3506,2016,Johnson,All Incomes,1483
3507,2016,Johnson,<= 200% of Poverty,942
3508,2016,Johnson,<= 250% of Poverty,1115
3509,2016,Johnson,<= 138% of Poverty,718
3510,2016,Johnson,<= 400% of Poverty,1382
3511,2016,Johnson,138% to 400% of Poverty,664
3512,2016,Knox,All Incomes,34810
3513,2016,Knox,<= 200% of Poverty,20280
3514,2016,Knox,<= 250% of Poverty,24415
3515,2016,Knox,<= 138% of Poverty,14419
3516,2016,Knox,<= 400% of Poverty,30579
3517,2016,Knox,138% to 400% of Poverty,16160
3518,2016,Lake,All Incomes,452
3519,2016,Lake,<= 200% of Poverty,297
3520,2016,Lake,<= 250% of Poverty,339
3521,2016,Lake,<= 138% of Poverty,228
3522,2016,Lake,<= 400% of Poverty,413
3523,2016,Lake,138% to 400% of Poverty,185
3524,2016,Lauderdale,All Incomes,2257
3525,2016,Lauderdale,<= 200% of Poverty,1484
3526,2016,Lauderdale,<= 250% of Poverty,1721
3527,2016,Lauderdale,<= 138% of Poverty,1122
3528,2016,Lauderdale,<= 400% of Poverty,2095
3529,2016,Lauderdale,138% to 400% of Poverty,973
3530,2016,Lawrence,All Incomes,4018
3531,2016,Lawrence,<= 200% of Poverty,2404
3532,2016,Lawrence,<= 250% of Poverty,2913
3533,2016,Lawrence,<= 138% of Poverty,1688
3534,2016,Lawrence,<= 400% of Poverty,3650
3535,2016,Lawrence,138% to 400% of Poverty,1962
3536,2016,Lewis,All Incomes,1090
3537,2016,Lewis,<= 200% of Poverty,676
3538,2016,Lewis,<= 250% of Poverty,808
3539,2016,Lewis,<= 138% of Poverty,493
3540,2016,Lewis,<= 400% of Poverty,990
3541,2016,Lewis,138% to 400% of Poverty,497
3542,2016,Lincoln,All Incomes,3011
3543,2016,Lincoln,<= 200% of Poverty,1766
3544,2016,Lincoln,<= 250% of Poverty,2131
3545,2016,Lincoln,<= 138% of Poverty,1231
3546,2016,Lincoln,<= 400% of Poverty,2694
3547,2016,Lincoln,138% to 400% of Poverty,1463
3548,2016,Loudon,All Incomes,4702
3549,2016,Loudon,<= 200% of Poverty,2753
3550,2016,Loudon,<= 250% of Poverty,3320
3551,2016,Loudon,<= 138% of Poverty,1832
3552,2016,Loudon,<= 400% of Poverty,4197
3553,2016,Loudon,138% to 400% of Poverty,2365
3554,2016,McMinn,All Incomes,4359
3555,2016,McMinn,<= 200% of Poverty,2727
3556,2016,McMinn,<= 250% of Poverty,3209
3557,2016,McMinn,<= 138% of Poverty,1887
3558,2016,McMinn,<= 400% of Poverty,3969
3559,2016,McMinn,138% to 400% of Poverty,2082
3560,2016,McNairy,All Incomes,2419
3561,2016,McNairy,<= 200% of Poverty,1544
3562,2016,McNairy,<= 250% of Poverty,1837
3563,2016,McNairy,<= 138% of Poverty,1100
3564,2016,McNairy,<= 400% of Poverty,2214
3565,2016,McNairy,138% to 400% of Poverty,1114
3566,2016,Macon,All Incomes,2815
3567,2016,Macon,<= 200% of Poverty,1740
3568,2016,Macon,<= 250% of Poverty,2107
3569,2016,Macon,<= 138% of Poverty,1271
3570,2016,Macon,<= 400% of Poverty,2591
3571,2016,Macon,138% to 400% of Poverty,1320
3572,2016,Madison,All Incomes,7113
3573,2016,Madison,<= 200% of Poverty,4322
3574,2016,Madison,<= 250% of Poverty,5153
3575,2016,Madison,<= 138% of Poverty,2997
3576,2016,Madison,<= 400% of Poverty,6330
3577,2016,Madison,138% to 400% of Poverty,3333
3578,2016,Marion,All Incomes,2228
3579,2016,Marion,<= 200% of Poverty,1260
3580,2016,Marion,<= 250% of Poverty,1520
3581,2016,Marion,<= 138% of Poverty,913
3582,2016,Marion,<= 400% of Poverty,1987
3583,2016,Marion,138% to 400% of Poverty,1074
3584,2016,Marshall,All Incomes,3028
3585,2016,Marshall,<= 200% of Poverty,1784
3586,2016,Marshall,<= 250% of Poverty,2158
3587,2016,Marshall,<= 138% of Poverty,1265
3588,2016,Marshall,<= 400% of Poverty,2729
3589,2016,Marshall,138% to 400% of Poverty,1464
3590,2016,Maury,All Incomes,7117
3591,2016,Maury,<= 200% of Poverty,3996
3592,2016,Maury,<= 250% of Poverty,4853
3593,2016,Maury,<= 138% of Poverty,2745
3594,2016,Maury,<= 400% of Poverty,6260
3595,2016,Maury,138% to 400% of Poverty,3515
3596,2016,Meigs,All Incomes,1123
3597,2016,Meigs,<= 200% of Poverty,693
3598,2016,Meigs,<= 250% of Poverty,833
3599,2016,Meigs,<= 138% of Poverty,518
3600,2016,Meigs,<= 400% of Poverty,1023
3601,2016,Meigs,138% to 400% of Poverty,505
3602,2016,Monroe,All Incomes,4468
3603,2016,Monroe,<= 200% of Poverty,2926
3604,2016,Monroe,<= 250% of Poverty,3404
3605,2016,Monroe,<= 138% of Poverty,2207
3606,2016,Monroe,<= 400% of Poverty,4097
3607,2016,Monroe,138% to 400% of Poverty,1890
3608,2016,Montgomery,All Incomes,15343
3609,2016,Montgomery,<= 200% of Poverty,8985
3610,2016,Montgomery,<= 250% of Poverty,10933
3611,2016,Montgomery,<= 138% of Poverty,5969
3612,2016,Montgomery,<= 400% of Poverty,13734
3613,2016,Montgomery,138% to 400% of Poverty,7765
3614,2016,Moore,All Incomes,454
3615,2016,Moore,<= 200% of Poverty,243
3616,2016,Moore,<= 250% of Poverty,302
3617,2016,Moore,<= 138% of Poverty,169
3618,2016,Moore,<= 400% of Poverty,403
3619,2016,Moore,138% to 400% of Poverty,234
3620,2016,Morgan,All Incomes,1839
3621,2016,Morgan,<= 200% of Poverty,1184
3622,2016,Morgan,<= 250% of Poverty,1382
3623,2016,Morgan,<= 138% of Poverty,866
3624,2016,Morgan,<= 400% of Poverty,1684
3625,2016,Morgan,138% to 400% of Poverty,818
3626,2016,Obion,All Incomes,2681
3627,2016,Obion,<= 200% of Poverty,1626
3628,2016,Obion,<= 250% of Poverty,1926
3629,2016,Obion,<= 138% of Poverty,1152
3630,2016,Obion,<= 400% of Poverty,2419
3631,2016,Obion,138% to 400% of Poverty,1267
3632,2016,Overton,All Incomes,2074
3633,2016,Overton,<= 200% of Poverty,1283
3634,2016,Overton,<= 250% of Poverty,1521
3635,2016,Overton,<= 138% of Poverty,962
3636,2016,Overton,<= 400% of Poverty,1916
3637,2016,Overton,138% to 400% of Poverty,954
3638,2016,Perry,All Incomes,716
3639,2016,Perry,<= 200% of Poverty,451
3640,2016,Perry,<= 250% of Poverty,536
3641,2016,Perry,<= 138% of Poverty,335
3642,2016,Perry,<= 400% of Poverty,666
3643,2016,Perry,138% to 400% of Poverty,331
3644,2016,Pickett,All Incomes,396
3645,2016,Pickett,<= 200% of Poverty,242
3646,2016,Pickett,<= 250% of Poverty,290
3647,2016,Pickett,<= 138% of Poverty,173
3648,2016,Pickett,<= 400% of Poverty,363
3649,2016,Pickett,138% to 400% of Poverty,190
3650,2016,Polk,All Incomes,1428
3651,2016,Polk,<= 200% of Poverty,860
3652,2016,Polk,<= 250% of Poverty,1030
3653,2016,Polk,<= 138% of Poverty,633
3654,2016,Polk,<= 400% of Poverty,1288
3655,2016,Polk,138% to 400% of Poverty,655
3656,2016,Putnam,All Incomes,7444
3657,2016,Putnam,<= 200% of Poverty,4961
3658,2016,Putnam,<= 250% of Poverty,5705
3659,2016,Putnam,<= 138% of Poverty,3649
3660,2016,Putnam,<= 400% of Poverty,6806
3661,2016,Putnam,138% to 400% of Poverty,3157
3662,2016,Rhea,All Incomes,3210
3663,2016,Rhea,<= 200% of Poverty,2002
3664,2016,Rhea,<= 250% of Poverty,2353
3665,2016,Rhea,<= 138% of Poverty,1469
3666,2016,Rhea,<= 400% of Poverty,2930
3667,2016,Rhea,138% to 400% of Poverty,1461
3668,2016,Roane,All Incomes,4027
3669,2016,Roane,<= 200% of Poverty,2425
3670,2016,Roane,<= 250% of Poverty,2869
3671,2016,Roane,<= 138% of Poverty,1730
3672,2016,Roane,<= 400% of Poverty,3588
3673,2016,Roane,138% to 400% of Poverty,1858
3674,2016,Robertson,All Incomes,6192
3675,2016,Robertson,<= 200% of Poverty,3348
3676,2016,Robertson,<= 250% of Poverty,4157
3677,2016,Robertson,<= 138% of Poverty,2293
3678,2016,Robertson,<= 400% of Poverty,5462
3679,2016,Robertson,138% to 400% of Poverty,3169
3680,2016,Rutherford,All Incomes,24067
3681,2016,Rutherford,<= 200% of Poverty,13326
3682,2016,Rutherford,<= 250% of Poverty,16315
3683,2016,Rutherford,<= 138% of Poverty,8858
3684,2016,Rutherford,<= 400% of Poverty,21217
3685,2016,Rutherford,138% to 400% of Poverty,12359
3686,2016,Scott,All Incomes,2017
3687,2016,Scott,<= 200% of Poverty,1310
3688,2016,Scott,<= 250% of Poverty,1548
3689,2016,Scott,<= 138% of Poverty,990
3690,2016,Scott,<= 400% of Poverty,1881
3691,2016,Scott,138% to 400% of Poverty,891
3692,2016,Sequatchie,All Incomes,1224
3693,2016,Sequatchie,<= 200% of Poverty,758
3694,2016,Sequatchie,<= 250% of Poverty,891
3695,2016,Sequatchie,<= 138% of Poverty,550
3696,2016,Sequatchie,<= 400% of Poverty,1093
3697,2016,Sequatchie,138% to 400% of Poverty,543
3698,2016,Sevier,All Incomes,11903
3699,2016,Sevier,<= 200% of Poverty,7417
3700,2016,Sevier,<= 250% of Poverty,8867
3701,2016,Sevier,<= 138% of Poverty,5015
3702,2016,Sevier,<= 400% of Poverty,10827
3703,2016,Sevier,138% to 400% of Poverty,5812
3704,2016,Shelby,All Incomes,92483
3705,2016,Shelby,<= 200% of Poverty,57060
3706,2016,Shelby,<= 250% of Poverty,66526
3707,2016,Shelby,<= 138% of Poverty,40815
3708,2016,Shelby,<= 400% of Poverty,81867
3709,2016,Shelby,138% to 400% of Poverty,41052
3710,2016,Smith,All Incomes,1668
3711,2016,Smith,<= 200% of Poverty,984
3712,2016,Smith,<= 250% of Poverty,1181
3713,2016,Smith,<= 138% of Poverty,643
3714,2016,Smith,<= 400% of Poverty,1507
3715,2016,Smith,138% to 400% of Poverty,864
3716,2016,Stewart,All Incomes,1178
3717,2016,Stewart,<= 200% of Poverty,703
3718,2016,Stewart,<= 250% of Poverty,848
3719,2016,Stewart,<= 138% of Poverty,500
3720,2016,Stewart,<= 400% of Poverty,1052
3721,2016,Stewart,138% to 400% of Poverty,552
3722,2016,Sullivan,All Incomes,12070
3723,2016,Sullivan,<= 200% of Poverty,7256
3724,2016,Sullivan,<= 250% of Poverty,8682
3725,2016,Sullivan,<= 138% of Poverty,5094
3726,2016,Sullivan,<= 400% of Poverty,10806
3727,2016,Sullivan,138% to 400% of Poverty,5712
3728,2016,Sumner,All Incomes,13249
3729,2016,Sumner,<= 200% of Poverty,6675
3730,2016,Sumner,<= 250% of Poverty,8291
3731,2016,Sumner,<= 138% of Poverty,4304
3732,2016,Sumner,<= 400% of Poverty,11316
3733,2016,Sumner,138% to 400% of Poverty,7012
3734,2016,Tipton,All Incomes,5161
3735,2016,Tipton,<= 200% of Poverty,2878
3736,2016,Tipton,<= 250% of Poverty,3474
3737,2016,Tipton,<= 138% of Poverty,1949
3738,2016,Tipton,<= 400% of Poverty,4507
3739,2016,Tipton,138% to 400% of Poverty,2558
3740,2016,Trousdale,All Incomes,846
3741,2016,Trousdale,<= 200% of Poverty,502
3742,2016,Trousdale,<= 250% of Poverty,595
3743,2016,Trousdale,<= 138% of Poverty,348
3744,2016,Trousdale,<= 400% of Poverty,756
3745,2016,Trousdale,138% to 400% of Poverty,408
3746,2016,Unicoi,All Incomes,1582
3747,2016,Unicoi,<= 200% of Poverty,1001
3748,2016,Unicoi,<= 250% of Poverty,1194
3749,2016,Unicoi,<= 138% of Poverty,719
3750,2016,Unicoi,<= 400% of Poverty,1446
3751,2016,Unicoi,138% to 400% of Poverty,727
3752,2016,Union,All Incomes,1956
3753,2016,Union,<= 200% of Poverty,1232
3754,2016,Union,<= 250% of Poverty,1461
3755,2016,Union,<= 138% of Poverty,875
3756,2016,Union,<= 400% of Poverty,1795
3757,2016,Union,138% to 400% of Poverty,920
3758,2016,Van Buren,All Incomes,511
3759,2016,Van Buren,<= 200% of Poverty,319
3760,2016,Van Buren,<= 250% of Poverty,386
3761,2016,Van Buren,<= 138% of Poverty,243
3762,2016,Van Buren,<= 400% of Poverty,474
3763,2016,Van Buren,138% to 400% of Poverty,231
3764,2016,Warren,All Incomes,4490
3765,2016,Warren,<= 200% of Poverty,2838
3766,2016,Warren,<= 250% of Poverty,3342
3767,2016,Warren,<= 138% of Poverty,2013
3768,2016,Warren,<= 400% of Poverty,4123
3769,2016,Warren,138% to 400% of Poverty,2110
3770,2016,Washington,All Incomes,9940
3771,2016,Washington,<= 200% of Poverty,5999
3772,2016,Washington,<= 250% of Poverty,7080
3773,2016,Washington,<= 138% of Poverty,4314
3774,2016,Washington,<= 400% of Poverty,8891
3775,2016,Washington,138% to 400% of Poverty,4577
3776,2016,Wayne,All Incomes,1404
3777,2016,Wayne,<= 200% of Poverty,889
3778,2016,Wayne,<= 250% of Poverty,1039
3779,2016,Wayne,<= 138% of Poverty,645
3780,2016,Wayne,<= 400% of Poverty,1281
3781,2016,Wayne,138% to 400% of Poverty,636
3782,2016,Weakley,All Incomes,2501
3783,2016,Weakley,<= 200% of Poverty,1548
3784,2016,Weakley,<= 250% of Poverty,1851
3785,2016,Weakley,<= 138% of Poverty,1115
3786,2016,Weakley,<= 400% of Poverty,2270
3787,2016,Weakley,138% to 400% of Poverty,1155
3788,2016,White,All Incomes,2325
3789,2016,White,<= 200% of Poverty,1522
3790,2016,White,<= 250% of Poverty,1782
3791,2016,White,<= 138% of Poverty,1085
3792,2016,White,<= 400% of Poverty,2155
3793,2016,White,138% to 400% of Poverty,1070
3794,2016,Williamson,All Incomes,11006
3795,2016,Williamson,<= 200% of Poverty,5017
3796,2016,Williamson,<= 250% of Poverty,6371
3797,2016,Williamson,<= 138% of Poverty,3044
3798,2016,Williamson,<= 400% of Poverty,8531
3799,2016,Williamson,138% to 400% of Poverty,5487
3800,2016,Wilson,All Incomes,8508
3801,2016,Wilson,<= 200% of Poverty,4293
3802,2016,Wilson,<= 250% of Poverty,5372
3803,2016,Wilson,<= 138% of Poverty,2790
3804,2016,Wilson,<= 400% of Poverty,7169
3805,2016,Wilson,138% to 400% of Poverty,4379
3806,time,,IPR_DESC,NUI_PT
